time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
701.709,29.123,29.534,31.665,0.4109,0.3538,255
702.01,29.351,29.717,31.759,0.3661,0.3089,255
702.311,29.328,29.671,31.665,0.3431,0.2859,255
702.612,29.123,29.648,31.618,0.5254,0.4682,255
702.913,29.123,29.717,31.806,0.5942,0.537,255
703.214,29.397,29.58,31.806,0.183,0.1258,255
703.515,29.374,29.717,31.759,0.3433,0.2861,255
703.816,29.351,29.763,31.618,0.412,0.3548,255
704.117,29.397,29.671,31.712,0.2746,0.2174,255
704.419,29.351,29.671,31.712,0.3203,0.2631,255
704.72,29.351,29.671,31.688,0.3203,0.2631,255
705.021,29.442,29.717,31.759,0.2747,0.2175,255
705.322,29.397,29.74,31.923,0.3433,0.2861,255
705.623,29.351,29.694,31.759,0.3432,0.286,255
705.924,29.328,29.694,31.712,0.366,0.3088,255
706.225,29.442,29.763,31.806,0.3206,0.2634,255
706.526,29.397,29.557,31.806,0.1601,0.1029,255
706.827,29.191,29.648,31.712,0.4571,0.3999,255
707.128,29.305,29.786,31.853,0.4805,0.4234,255
707.429,29.488,29.717,31.759,0.229,0.1718,255
707.73,29.397,29.671,31.759,0.2746,0.2174,255
708.031,29.305,29.786,31.759,0.4805,0.4234,255
708.333,29.351,29.763,31.759,0.412,0.3548,255
708.634,29.351,29.626,31.9,0.2744,0.2172,255
708.935,29.305,29.717,31.665,0.4117,0.3546,255
709.236,29.397,29.717,31.759,0.3204,0.2632,255
709.537,29.397,29.74,31.806,0.3433,0.2861,255
709.838,29.351,29.717,31.665,0.3661,0.3089,255
710.139,29.374,29.694,31.759,0.3203,0.2632,255
710.44,29.442,29.763,31.923,0.3206,0.2634,255
710.741,29.442,29.74,31.782,0.2976,0.2405,255
711.042,29.169,29.671,31.665,0.5027,0.4456,255
711.343,29.351,29.74,31.759,0.389,0.3318,255
711.644,29.397,29.74,31.806,0.3433,0.2861,255
711.945,29.42,29.671,31.712,0.2517,0.1946,255
712.246,29.328,29.878,31.9,0.5495,0.4924,255
712.547,29.374,29.74,31.806,0.3662,0.309,255
712.848,29.397,29.534,31.712,0.1372,0.08,255
713.149,29.328,29.74,31.665,0.4118,0.3547,255
713.45,29.442,29.901,31.806,0.4583,0.4011,255
713.751,29.488,29.671,31.712,0.1831,0.126,255
714.052,29.397,29.763,31.759,0.3663,0.3091,255
714.354,29.374,29.671,31.782,0.2974,0.2402,255
714.655,29.488,29.648,31.876,0.1602,0.103,255
714.956,29.488,29.671,31.759,0.1831,0.126,255
715.257,29.351,29.671,31.759,0.3203,0.2631,255
715.558,29.123,29.717,31.712,0.5942,0.537,255
715.859,29.488,29.58,31.947,0.0915,0.0343,255
716.16,29.488,29.717,31.735,0.229,0.1718,255
716.461,29.328,29.855,31.735,0.5266,0.4694,255
716.762,29.42,29.763,31.806,0.3434,0.2863,255
717.063,29.397,29.717,31.806,0.3204,0.2632,255
717.364,29.397,29.763,31.806,0.3663,0.3091,255
717.665,29.397,29.809,31.97,0.4121,0.355,255
717.966,29.488,29.809,31.806,0.3207,0.2635,255
718.267,29.351,29.671,31.759,0.3203,0.2631,255
718.568,29.351,29.74,31.759,0.389,0.3318,255
718.869,29.488,29.786,31.806,0.2978,0.2406,255
719.17,29.42,29.717,31.806,0.2976,0.2404,255
719.471,29.397,29.786,31.9,0.3892,0.332,255
719.772,29.397,29.763,31.947,0.3663,0.3091,255
720.073,29.534,29.809,31.806,0.275,0.2178,255
720.374,29.488,29.74,31.806,0.2519,0.1947,255
720.675,29.351,29.58,31.759,0.2286,0.1715,255
720.976,29.488,29.717,31.712,0.229,0.1718,255
721.277,29.442,29.74,31.782,0.2976,0.2405,255
721.578,29.397,29.809,31.947,0.4121,0.355,255
721.879,29.442,29.855,31.947,0.4124,0.3552,255
722.181,29.488,29.74,31.9,0.2519,0.1947,255
722.482,29.305,29.694,31.759,0.3888,0.3316,255
722.783,29.351,29.74,31.806,0.389,0.3318,255
723.085,29.442,29.809,31.806,0.3665,0.3093,255
723.386,29.671,29.786,31.994,0.1146,0.0574,255
723.687,29.442,29.763,31.806,0.3206,0.2634,255
723.988,29.442,29.901,31.947,0.4583,0.4011,255
724.289,29.534,29.901,31.829,0.3668,0.3096,255
724.59,29.488,29.809,31.994,0.3207,0.2635,255
724.891,29.465,29.832,31.947,0.3665,0.3094,255
725.193,29.488,29.763,31.97,0.2748,0.2177,255
725.494,29.534,29.671,31.759,0.1374,0.0802,255
725.795,29.42,29.694,31.806,0.2747,0.2175,255
726.096,29.397,29.832,31.9,0.4351,0.3779,255
726.397,29.442,29.786,31.947,0.3435,0.2863,255
726.698,29.442,29.763,31.806,0.3206,0.2634,255
726.999,29.42,29.763,31.782,0.3434,0.2863,255
727.3,29.442,29.809,31.923,0.3665,0.3093,255
727.601,29.58,29.878,31.923,0.2981,0.2409,255
727.902,29.397,29.832,31.994,0.4351,0.3779,255
728.203,29.397,29.809,31.9,0.4121,0.355,255
728.504,29.511,29.671,31.712,0.1603,0.1031,255
728.805,29.488,29.809,31.994,0.3207,0.2635,255
729.106,29.374,29.763,31.806,0.3891,0.3319,255
729.407,29.442,29.878,31.97,0.4353,0.3782,255
729.708,29.488,29.717,31.759,0.229,0.1718,255
730.009,29.42,29.763,31.782,0.3434,0.2863,255
730.31,29.534,29.855,31.9,0.3209,0.2637,255
730.611,29.534,29.855,31.994,0.3209,0.2637,255
730.912,29.42,29.809,32.088,0.3893,0.3321,255
731.213,29.397,29.855,31.9,0.458,0.4009,255
731.514,29.671,29.809,31.759,0.1376,0.0804,255
731.815,29.488,29.832,31.947,0.3437,0.2865,255
732.116,29.351,29.763,31.923,0.412,0.3548,255
732.417,29.465,29.809,31.97,0.3436,0.2864,255
732.718,29.397,29.809,32.018,0.4121,0.355,255
