time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
1658.808,31.29,31.571,34.291,0.2807,-0.0363,255
1659.109,31.244,31.548,34.048,0.304,-0.0131,255
1659.41,31.197,31.431,34.194,0.2336,-0.0835,255
1659.711,31.314,31.618,34.267,0.3042,-0.0128,255
1660.012,31.384,31.571,34.291,0.1873,-0.1298,255
1660.313,31.337,31.548,34.243,0.2106,-0.1065,255
1660.614,31.337,31.384,34.243,0.0468,-0.2703,255
1660.915,31.22,31.431,34.34,0.2103,-0.1068,255
1661.216,31.244,31.571,34.291,0.3274,0.0103,255
1661.517,31.407,31.571,34.34,0.1639,-0.1532,255
1661.818,31.314,31.524,34.243,0.2105,-0.1066,255
1662.119,31.244,31.431,34.291,0.1869,-0.1301,255
1662.42,31.244,31.524,34.17,0.2805,-0.0365,255
1662.721,31.29,31.431,34.194,0.1403,-0.1768,255
1663.022,31.337,31.524,34.291,0.1872,-0.1299,255
1663.323,31.337,31.524,34.243,0.1872,-0.1299,255
1663.624,31.29,31.571,34.243,0.2807,-0.0363,255
1663.926,31.197,31.431,34.291,0.2336,-0.0835,255
1664.227,31.314,31.571,34.291,0.2574,-0.0597,255
1664.529,31.29,31.548,34.267,0.2573,-0.0598,255
1664.83,31.29,31.571,34.291,0.2807,-0.0363,255
1665.131,31.337,31.454,34.243,0.1169,-0.2002,255
1665.432,31.267,31.571,34.291,0.3041,-0.013,255
1665.733,31.22,31.571,34.243,0.3507,0.0337,255
1666.034,31.244,31.618,34.243,0.3743,0.0572,255
1666.335,31.244,31.431,34.291,0.1869,-0.1301,255
1666.636,31.314,31.384,34.316,0.0701,-0.247,255
1666.937,31.244,31.431,34.194,0.1869,-0.1301,255
1667.238,31.29,31.524,34.194,0.2339,-0.0832,255
1667.539,31.29,31.524,34.194,0.2339,-0.0832,255
1667.84,31.314,31.477,34.316,0.1637,-0.1534,255
1668.141,31.29,31.571,34.291,0.2807,-0.0363,255
1668.442,31.244,31.407,34.194,0.1635,-0.1536,255
